"","SampleID","NOAASampleNumber","NOAASetName","SampleType","Species","MPG","RiverSystem","Site","Habitat","SnohomishONLYRegion","LifeHistory","MeanCompFL_mm","MeanCompWt_g","CountOfHATCHERYfishInComp","CountOfNATURALfishInComp","%Natural","MajorityOrigin","CollectionDate","Lipids_%","HCB ","aHCH ","bHCH ","lindane ","SumHCHs ","achlor ","cno ","bchlor ","hept ","HPE ","no3 ","oxychlor ","tno ","SumCHLDs ","aldrin ","diel ","mirex ","eslf1 ","cb17 ","cb18 ","cb28 ","cb31 ","cb33 ","cb44 ","cb49 ","cb52 ","cb66 ","cb70 ","cb74 ","cb82 ","cb87 ","cb95 ","cb99 ","cb101 ","cb105 ","cb110 ","cb118 ","cb128 ","cb138 ","cb149 ","cb151 ","cb153 ","cb156 ","cb158 ","cb170 ","cb171 ","cb177 ","cb180 ","cb183 ","cb187 ","cb191 ","cb194 ","cb195 ","cb199 ","cb205 ","cb206 ","cb208 ","cb209 ","Sum40CBs ","TotalPCBs ","opDDD ","opdde ","opDDT ","ppDDD ","ppDDE ","ppDDT ","SumDDTs ","BDE28 ","BDE47 ","BDE49 ","BDE66 ","BDE85 ","BDE99 ","BDE100 ","BDE153 ","BDE154 ","BDE155 ","BDE183 ","SumBDE ","Br5DE04 ","Br5DE05 ","Br6DE01 ","Br7DE01 ","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","Project","PeakAreaN_Vs","PercentN","PercentN_Accuracy","PercentN_Precision","d15NvsAirN2_permil","d15N_Accuracy","d15N_Precision","PeakAreaC_Vs","PercentC","PercentC_Accuracy","PercentC_Precision","d13CvsVPDB_permil","d13C_Accuracy","d13C_Precision","PeakAreaS_Vs","PercentS","PercentS_Accuracy","PercentS_Precision","d34SvsVCDT_permil","d34S_Accuracy","d34S_Precision"
"29","16PU-TW_Dfp02","119-3499","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Fairline","Delta",NA,"fry/parr",71.9125,4.45,1,3,75,"Wild","Spring 2016",1.28506836070852,"0.27","< 0.16","< 0.16","< 0.16","< 0.16","0.28000000000000003","0.27","0.21","< 0.16","< 0.16","< 0.16","0.32","0.82","1.9","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.2","0.25","0.25","< 0.16","0.27","0.3","0.57999999999999896","0.31","0.46","0.18","< 0.16","0.45","0.73","0.82","1.5","0.56000000000000005","1.3","1.3","0.4",2.29999999999999,"1","0.3",2.4,"< 0.16","0.2","0.3","< 0.16","0.18","0.68","0.2","0.62","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16",18,24,"< 0.16","< 0.16","0.17","0.89",6.2,"0.87",8.1,"< 0.16","2","0.3","< 0.16","< 0.16","1.3","0.41","< 0.16","< 0.16","< 0.16","< 0.16","3.9","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",173.206,13.0518,-0.097837,0.17252,11.4945,0.0058048,0.12101,112.134,48.0572,1.3875,0.63868,-21.4282,0.013954,0.032888,63.47,1.0441,-0.06232,0.54672,12.4454,0.10584,0.83967
"30","16PU-TW_Dfp03r1","119-3500","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Middle Waterway","Delta",NA,"fry/parr",56.552,2,1,4,80,"Wild","Spring 2016",1.35466779513275,"< 0.17","< 0.16","< 0.17","< 0.17","< 0.17","0.33","0.37","0.25","< 0.17","< 0.17","< 0.17","0.35","0.99","2.2999999999999901","< 0.17","0.24","< 0.17","< 0.17","< 0.17","0.22","0.31","0.27","0.17","0.26","0.35","0.56000000000000005","0.32","0.42","0.19","< 0.17","0.43","0.93","0.94","1.8","0.5","1.3","1.2","0.45",3.5,"2.1","0.65",4.2,"0.21","0.28999999999999898","0.71","0.21","0.5","1.6","0.56000000000000005","1.5","< 0.17","0.25","< 0.17","0.43","< 0.17","< 0.17","< 0.17","< 0.17",27,36,"< 0.17","< 0.17","< 0.17","0.92",5.4,"1",7.4,"< 0.17","1.8","0.28999999999999898","< 0.17","< 0.17","0.92","0.39","< 0.17","< 0.17","< 0.17","< 0.17","3.4","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",157.331,12.3308,-0.097837,0.17252,12.3421,0.0058048,0.12101,104.524,46.6258,1.3875,0.63868,-17.8506,0.013954,0.032888,58.424,1.04,-0.06232,0.54672,13.0961,0.10584,0.83967
"31","16PU-TW_Dfp03r2","119-3501","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Middle Waterway","Delta",NA,"fry/parr",72.6125,4.25,2,2,50,"Hatchery/Wild","Spring 2016",2.24238089156811,"0.43","< 0.15","< 0.15","< 0.15","< 0.15","0.56000000000000005","0.35","0.44","< 0.15","< 0.15","< 0.15","0.27","0.97","2.6","< 0.15","0.68","< 0.15","< 0.15","< 0.15","0.28000000000000003","0.32","0.31","0.2","0.24","0.28999999999999898","0.46","0.28999999999999898","0.36","0.17","< 0.15","0.28999999999999898","0.55000000000000004","0.69","1.1000000000000001","0.37","0.87","0.92","0.33",2,"1.1000000000000001","0.33",2.4,"< 0.15","0.16","0.3","< 0.15","0.21","0.78","0.28000000000000003","0.76","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15",16,22,"0.22","< 0.15","0.2","1",3.8,"0.93",6.2,"< 0.15","2.1","0.32","< 0.15","< 0.15","0.99","0.43","< 0.15","< 0.15","< 0.15","< 0.15","3.8","< 0.15","< 0.15","< 0.15","< 0.15",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",186.589,12.8855,-0.097837,0.17252,12.3429,0.0058048,0.12101,126.814,49.8442,1.3875,0.63868,-18.7467,0.013954,0.032888,52.192,0.9148,-0.06232,0.54672,13.856,0.10584,0.83967
"32","16PU-TW_Dfp03r3","119-3502","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Middle Waterway","Delta",NA,"fry/parr",72.854,4.22,4,1,20,"Hatchery","Spring 2016",1.04304290383144,"0.23","< 0.17","< 0.17","< 0.17","< 0.17","0.18","0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.33","0.54","1.2","< 0.17","0.18","< 0.17","< 0.17","< 0.17","0.21","0.26","0.26","< 0.17","0.19","0.23","0.34","0.25","0.28999999999999898","< 0.17","< 0.17","0.23","0.41","0.55000000000000004","0.86","0.34","0.74","0.85","0.27",1.7,"0.86","0.24",2,"< 0.17","< 0.17","0.31","< 0.17","0.19","0.76","0.21","0.66","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",13,18,"< 0.17","< 0.17","< 0.17","0.63",2.8,"0.37",3.8,"< 0.17","1.6","0.28999999999999898","< 0.17","< 0.17","1.1000000000000001","0.4","< 0.17","< 0.17","< 0.17","< 0.17","3.4","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",221.469,12.8228,-0.097837,0.17252,11.4708,0.0058048,0.12101,138.957,45.7178,1.3875,0.63868,-20.0105,0.013954,0.032888,61.717,1.0266,-0.06232,0.54672,12.6573,0.10584,0.83967
"33","16PU-TW_Dfp04r1","119-3503","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Milwaukee","Delta",NA,"fry/parr",60.006,2.32,5,0,0,"Hatchery","Spring 2016",2.45044396414272,"0.37","< 0.17","< 0.17","< 0.17","< 0.17","1","0.54","0.82","< 0.17","0.32","< 0.17","0.63","1.4","4.7","< 0.17","1.5","< 0.17","< 0.17","< 0.17","0.32","0.36","0.32","0.22","0.25","0.27","0.43","0.28000000000000003","0.36","0.18","< 0.17","0.22","0.47","0.63","0.99","0.36","0.87","0.94","0.28000000000000003",1.8,"0.95","0.28000000000000003",2.2,"< 0.17","< 0.17","0.24","< 0.17","0.18","0.63","0.2","0.68","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",15,20,"0.45","< 0.17","0.46","1.6",6.6,"1.8",11,"< 0.17","3.3","0.35","< 0.17","< 0.17","1.9","0.66","0.2","< 0.17","< 0.17","< 0.17","6.4","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",152.115,11.8884,-0.097837,0.17252,11.5704,0.0058048,0.12101,101.556,45.1828,1.3875,0.63868,-20.2151,0.013954,0.032888,56.341,0.93534,-0.06232,0.54672,13.6135,0.10584,0.83967
"34","16PU-TW_Dfp04r2","119-3504","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Milwaukee","Delta",NA,"fry/parr",72.352,4.52,3,2,40,"Hatchery/Wild","Spring 2016",1.94888302324084,"0.28000000000000003","< 0.16","< 0.16","< 0.16","< 0.16","0.39","0.32","0.28000000000000003","< 0.16","< 0.16","< 0.16","0.53","1","2.5","< 0.16","0.48","< 0.16","< 0.16","< 0.16","0.27","0.32","0.32","0.21","0.2","0.22","0.32","0.23","0.28999999999999898","< 0.16","< 0.16","0.23","0.33","0.46","0.79","0.31","0.72","0.78","0.21",1.5,"0.73","0.22",1.7,"< 0.16","< 0.16","0.22","< 0.17","< 0.17","0.6","< 0.16","0.56000000000000005","< 0.17","< 0.16","< 0.16","< 0.17","< 0.16","< 0.16","< 0.16","< 0.16",12,16,"0.21","< 0.17","0.2","0.93",7.5,"1.1000000000000001",9.9,"< 0.16","2.6","0.31","< 0.17","< 0.16","2.1","0.6","0.18","< 0.16","< 0.16","< 0.16","5.8","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",206.623,13.0915,-0.097837,0.17252,10.2344,0.0058048,0.12101,138.629,49.9694,1.3875,0.63868,-24.5978,0.013954,0.032888,55.51,0.91592,-0.06232,0.54672,10.0368,0.10584,0.83967
"35","16PU-TW_Dfp04r3","119-3505","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Milwaukee","Delta",NA,"fry/parr",59.762,2.36,4,1,20,"Hatchery","Spring 2016",2.52073979279889,"0.37","< 0.13","< 0.14","< 0.14","< 0.14","0.97","0.51","0.79","< 0.14","0.26","< 0.14","0.55000000000000004","1.3","4.4000000000000004","< 0.14","1.2","< 0.14","< 0.14","0.15","0.33","0.36","0.34","0.22","0.25","0.28000000000000003","0.43","0.27","0.35","0.15","< 0.13","0.22","0.45","0.5","0.84","0.32","0.78","0.75","0.23",1.4,"0.75","0.23",1.7,"< 0.14","< 0.14","0.18","< 0.14","0.15","0.5","0.15","0.51","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14",13,17,"0.52","< 0.14","0.46","1.7",6,"1.8",10,"0.16","3","0.34","< 0.14","< 0.14","1.7","0.56999999999999895","0.15","< 0.14","< 0.14","< 0.14","5.9","< 0.14","< 0.14","< 0.14","< 0.14",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",149.067,11.8107,-0.097837,0.17252,11.4041,0.0058048,0.12101,107.886,48.7467,1.3875,0.63868,-20.5675,0.013954,0.032888,48.751,0.86098,-0.06232,0.54672,12.9607,0.10584,0.83967
"36","16PU-TW_Dfp05","119-3506","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Olympic","Delta",NA,"fry/parr",71.128,4.16,2,3,60,"Hatchery/Wild","Spring 2016",1.61829909595969,"0.22","< 0.18","< 0.18","< 0.18","< 0.18","0.38","0.42","0.28000000000000003","< 0.18","< 0.18","< 0.18","0.43","1.3","2.8","< 0.18","0.48","< 0.18","< 0.18","< 0.18","0.27","0.36","0.3","0.18","0.26","0.34","0.51","0.37","0.42","0.22","< 0.18","0.41","0.69","0.93","1.6","0.6","1.3","1.4","0.47",3.1,"1.5","0.47",3.6,"0.2","0.28000000000000003","0.48","< 0.18","0.34","1.2","0.45","1.2","< 0.18","0.19","< 0.18","0.23","< 0.18","< 0.18","< 0.18","< 0.18",24,31,"< 0.18","< 0.18","0.2","0.72",7.2,"1.1000000000000001",9.19999999999999,"< 0.18","2.8","0.33","< 0.18","< 0.18","1.5","0.63","0.21","< 0.18","< 0.18","< 0.18","5.4","< 0.18","< 0.18","< 0.18","< 0.18",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",179.322,13.0189,-0.097837,0.17252,11.4358,0.0058048,0.12101,115.14,47.532,1.3875,0.63868,-21.3908,0.013954,0.032888,50.092,0.90427,-0.06232,0.54672,13.6668,0.10584,0.83967
"37","16PU-TW_Dfp06r1","119-3507","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Squally Beach","Delta",NA,"fry/parr",72.29,4.44,3,2,40,"Hatchery/Wild","Spring 2016",1.54798655911207,"0.35","< 0.19","< 0.19","< 0.19","< 0.19","0.47","0.33","0.3","< 0.19","< 0.19","< 0.19","0.46","0.99","2.6","< 0.19","0.65","< 0.19","< 0.19","< 0.19","0.27","0.41","0.36","0.2","0.31","0.36","0.6","0.42","0.48","0.23","< 0.19","0.41","0.65","0.92","1.5","0.61","1.3","1.5","0.45",2.9,"1.2","0.37",3.4,"0.19","0.24","0.42","< 0.19","0.27","1.2","0.38","1.1000000000000001","< 0.19","0.2","< 0.19","0.24","< 0.19","< 0.19","< 0.19","< 0.19",23,31,"0.23","< 0.19","0.19","1.1000000000000001",6.2,"1.1000000000000001",8.8,"< 0.19","2.2999999999999901","0.33","< 0.19","< 0.19","1.8","0.51","< 0.19","< 0.19","< 0.19","< 0.19","4.9000000000000004","< 0.19","< 0.19","< 0.19","< 0.19",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",215.737,12.0919,-0.097837,0.17252,11.4327,0.0058048,0.12101,153.773,49.0721,1.3875,0.63868,-22.2161,0.013954,0.032888,61.972,0.99581,-0.041718,0.1494,12.2113,-0.18225,0.18161
"38","16PU-TW_Dfp06r2","119-3508","PS3407","Whole Body Minus Guts","Chinook salmon","South","Puyallup","Squally Beach","Delta",NA,"fry/parr",78.1216666666667,5.33333333333333,6,0,0,"Hatchery","Spring 2016",0.90986992377297,"0.64","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.23","< 0.18","< 0.18","< 0.18","< 0.18","0.31","0.69","1.2","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.26","0.45","0.33","0.2","0.4","0.53","0.91","0.71","0.68","0.39","< 0.18","0.65","1.1000000000000001","1.8","3","1.1000000000000001","2.2000000000000002","2.7","0.93",5.2,"2.2000000000000002","0.68",6.1,"0.4","0.47","0.81","0.27","0.46","2.5","0.79","2.2999999999999901","< 0.18","0.66","< 0.18","0.94","< 0.18","0.68","< 0.18","0.35",43,58,"< 0.18","< 0.18","< 0.18","0.72",3.4,"0.52",4.7,"< 0.18","2.6","0.34","< 0.18","< 0.18","4.4000000000000004","1.1000000000000001","0.55000000000000004","0.37","< 0.18","< 0.18","9.4","< 0.18","< 0.18","< 0.18","< 0.18",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",208.604,12.7642,-0.097837,0.17252,12.5022,0.0058048,0.12101,128.776,44.7656,1.3875,0.63868,-19.2278,0.013954,0.032888,62.201,1.0442,-0.041718,0.1494,13.7151,-0.18225,0.18161
"39","16DK-TW_Dfp01","119-3509","PS3407","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"fry/parr",89.435,7.475,0,4,100,"Wild","Spring 2016",0.53836974564588,"< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.2","0.2","0.22","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.15","< 0.14","0.17","0.22","< 0.14",0.3,"< 0.14","< 0.14",0.31,"< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.15","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14",1.9,3.1,"< 0.14","< 0.14","< 0.14","< 0.14",0.17,"< 0.14",0.17,"< 0.14","< 0.14","0.18","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","0.18","< 0.14","< 0.14","< 0.14","< 0.14",NA,NA,"PSJuvChin16B",2016-09-19,2016-12-06,"2016_Juvenile_Chinook",226.571,14.194,-0.097837,0.17252,6.7462,0.0058048,0.12101,135.758,48.292,1.3875,0.63868,-25.0778,0.013954,0.032888,57.626,0.93788,-0.041718,0.1494,1.1374,-0.18225,0.18161
"40","16DK-TW_Dp01r1","119-3516","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"parr",65.402,3.16,5,0,0,"Hatchery","Spring 2016",0.54398336175834,"< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.26","0.62","0.77","0.72","0.51","0.28000000000000003","0.22","0.38","0.28999999999999898","0.4","< 0.20","< 0.20","0.22","0.38","0.37","0.67","0.27","0.62","0.61","< 0.20",1.1,"0.54","< 0.20",1.2,"< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.28000000000000003","< 0.20","0.37","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20",11,14,"< 0.20","< 0.20","< 0.20","< 0.20",1.3,"< 0.20",1.3,"< 0.20","0.41","0.27","< 0.20","< 0.20","0.26","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.95","< 0.20","< 0.20","< 0.20","< 0.20",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",179.895,13.6458,-0.097837,0.17252,10.6379,0.0058048,0.12101,108.894,46.9136,1.3875,0.63868,-20.2029,0.013954,0.032888,64.933,1.0846,-0.041718,0.1494,13.8456,-0.18225,0.18161
"41","16DK-TW_Dp01r2","119-3517","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"parr",75.254,4.46,5,0,0,"Hatchery","Spring 2016",2.11122653447613,"0.21","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.28000000000000003","0.24","0.52","< 0.19","0.23","< 0.19","< 0.19","0.27","0.63","0.74","0.63","0.5","0.32","0.32","0.54","0.33","0.46","< 0.19","< 0.19","0.28999999999999898","0.56999999999999895","0.46","0.84","0.27","0.82","0.64","0.23",1.1,"0.67","< 0.19",1.3,"< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","0.34","< 0.19","0.44","< 0.20","< 0.20","< 0.20","< 0.20","< 0.19","< 0.19","< 0.20","< 0.19",13,16,"< 0.19","< 0.20","< 0.19","0.43",1.8,"< 0.20",2.29999999999999,"< 0.19","0.5","0.32","< 0.20","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.20","0.81","< 0.19","< 0.19","< 0.19","< 0.20",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",158.319,12.4603,-0.097837,0.17252,10.177,0.0058048,0.12101,105.524,47.2718,1.3875,0.63868,-19.726,0.013954,0.032888,59.511,0.97348,-0.041718,0.1494,10.8567,-0.18225,0.18161
"42","16DK-TW_Dp01r3","119-3518","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"parr",79.336,5.7,5,0,0,"Hatchery","Spring 2016",1.78841844439838,"0.24","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.32","0.27","0.59","< 0.20","< 0.20","< 0.20","< 0.20","0.25","0.57999999999999896","0.72","0.6","0.47","0.34","0.31","0.54","0.33","0.46","< 0.20","< 0.20","0.28999999999999898","0.56999999999999895","0.51","0.88","0.27","0.81","0.68","0.22",1.2,"0.69","< 0.20",1.4,"< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.36","< 0.20","0.42","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20",13,16,"< 0.20","< 0.20","< 0.20","0.46",2.1,"< 0.20",2.6,"< 0.20","0.54","0.31","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.85","< 0.20","< 0.20","< 0.20","< 0.20",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",170.287,12.9524,-0.097837,0.17252,11.0174,0.0058048,0.12101,115.269,49.9098,1.3875,0.63868,-19.5184,0.013954,0.032888,61.432,1.0128,-0.041718,0.1494,11.213,-0.18225,0.18161
"43","16DK-TW_Dp01r4","119-3519","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"parr",78.424,4.94,5,0,0,"Hatchery","Spring 2016",1.03017057319626,"0.18","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.17","0.28999999999999898","0.46","< 0.16","< 0.16","< 0.16","< 0.16","0.25","0.56000000000000005","0.69","0.63","0.46","0.32","0.32","0.55000000000000004","0.34","0.45","0.2","< 0.16","0.32","0.61","0.64","1.1000000000000001","0.35","0.8","0.84","0.28000000000000003",1.6,"0.79","0.23",2.1,"< 0.16","< 0.16","0.2","< 0.16","< 0.16","0.5","0.18","0.54","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16",16,20,"< 0.16","< 0.16","< 0.16","0.33",2,"< 0.16",2.4,"< 0.16","0.98","0.3","< 0.16","< 0.16","0.43","0.22","< 0.16","< 0.16","< 0.16","< 0.16","1.9","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",217.308,13.2854,-0.097837,0.17252,11.0994,0.0058048,0.12101,131.96,45.8195,1.3875,0.63868,-18.8733,0.013954,0.032888,60.568,1.0277,-0.041718,0.1494,12.5716,-0.18225,0.18161
"44","16DK-TW_Dp01r5","119-3520","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Duckabush","Duckabush","Delta",NA,"parr",95.5316666666667,7.3,6,0,0,"Hatchery","Spring 2016",0.9942490058382,"< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.27","0.62","0.75","0.63","0.5","0.34","0.28999999999999898","0.52","0.32","0.48","< 0.22","< 0.22","0.33","0.55000000000000004","0.45","0.83","0.28999999999999898","0.82","0.67","< 0.22",1.1,"0.62","< 0.22",1.2,"< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.33","< 0.22","0.38","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22",12,15,"< 0.22","< 0.22","< 0.22","0.25",1.5,"< 0.22",1.8,"< 0.22","0.45","0.27","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.72","< 0.22","< 0.22","< 0.22","< 0.22",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",165.534,13.2289,-0.097837,0.17252,11.2571,0.0058048,0.12101,101.694,46.1746,1.3875,0.63868,-18.8399,0.013954,0.032888,63,1.0504,-0.041718,0.1494,12.2189,-0.18225,0.18161
"45","16SKO-TW_Dfp01r1","119-3521","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Skokomish","R2-03","Delta",NA,"fry/parr",62.746,3.18,5,0,0,"Hatchery","Spring 2016",1.21092719419891,"< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.24","0.56999999999999895","0.67","0.57999999999999896","0.45","0.28000000000000003","0.23","0.4","0.26","0.37","< 0.20","< 0.20","0.22","0.39","0.36","0.68","0.25","0.62","0.54","< 0.20",0.94,"0.49","< 0.20",1,"< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.26","< 0.20","0.28000000000000003","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20",10,13,"< 0.20","< 0.20","< 0.20","< 0.20",1.5,"< 0.20",1.5,"< 0.20","1.2","0.3","< 0.20","< 0.20","1.3","0.37","< 0.20","< 0.20","< 0.20","< 0.20","3.1","< 0.20","< 0.20","< 0.20","< 0.20",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",179.044,12.3541,-0.097837,0.17252,11.0426,0.0058048,0.12101,113.037,44.3355,1.3875,0.63868,-19.3341,0.013954,0.032888,62.01,1.0193,-0.041718,0.1494,11.6046,-0.18225,0.18161
"46","16SKO-TW_Dfp01r2","119-3522","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Skokomish","R2-03","Delta",NA,"fry/parr",71.868,4.6,5,0,0,"Hatchery","Spring 2016",1.49042248055178,"< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.28000000000000003","< 0.17","0.28000000000000003","< 0.17","< 0.17","< 0.17","< 0.17","0.24","0.55000000000000004","0.69","0.6","0.46","0.28999999999999898","0.26","0.44","0.28999999999999898","0.41","< 0.17","< 0.17","0.24","0.46","0.41","0.73","0.26","0.68","0.59","< 0.17",0.95,"0.5","< 0.17",1.1,"< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.26","< 0.17","0.28999999999999898","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",11,13,"< 0.17","< 0.17","< 0.17","0.24",1.6,"< 0.17",1.8,"< 0.17","0.51","0.24","< 0.17","< 0.17","0.22","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.97","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",181.434,12.6117,-0.097837,0.17252,11.6257,0.0058048,0.12101,118.394,46.8089,1.3875,0.63868,-18.844,0.013954,0.032888,61.744,1.0035,-0.041718,0.1494,12.5844,-0.18225,0.18161
